time,speedX,speedY,speedZ,trackPos,angle,gear,rpm,acceleration,brake,steer,distFromStart,distRaced,racePos,track,wheelSpinVel,z
-0.982,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.962,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.942,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.922,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.902,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.882,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.862,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.842,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.822,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.802,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.782,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.762,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.742,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.722,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
-0.702,-0.0209212,-0.00117706,0.00048634,0.333296,-0.000922982,0,942.478,0.0,0.0,0.0,2180.93,0.0,1,"[3.33352, 3.45026, 3.84717, 4.70996, 6.6564, 9.72191, 12.8355, 19.097, 37.8486, 187.776, 77.3049, 38.5928, 25.8463, 19.5411, 13.3543, 9.43654, 7.7019, 6.90336, 6.66648]","[0.0, 0.0, 0.0, 0.0]",0.344995
